geneid	gene_name	proteinid	protein_size	protein_desc
ENSG00000106546	AHR	ENSP00000242057	848	Aryl hydrocarbon receptor; Ligand-activated transcriptional activator. Binds to the XRE promoter region of genes it activates. Activates the expression of multiple phase I and II xenobiotic chemical metabolizing enzyme genes (such as the CYP1A1 gene). Mediates biochemical and toxic effects of halogenated aromatic hydrocarbons. Involved in cell-cycle regulation. Likely to play an important role in the development and maturation of many tissues. Regulates the circadian clock by inhibiting the basal and circadian expression of the core circadian component PER1. Inhibits PER1 by repressing [...] 
ENSG00000164649	CDCA7L	ENSP00000383986	454	Cell division cycle-associated 7-like protein; Plays a role in transcriptional regulation as a repressor that inhibits monoamine oxidase A (MAOA) activity and gene expression by binding to the promoter. Plays an important oncogenic role in mediating the full transforming effect of MYC in medulloblastoma cells. Involved in apoptotic signaling pathways; May act downstream of P38-kinase and BCL-2, but upstream of CASP3/caspase-3 as well as CCND1/cyclin D1 and E2F1
ENSG00000136243	NUPL2	ENSP00000258742	423	Nucleoporin-like protein 2; Required for the export of mRNAs containing poly(A) tails from the nucleus into the cytoplasm. In case of infection by HIV-1, it may participate in the docking of viral Vpr at the nuclear envelope
ENSG00000196335	STK31	ENSP00000348132	1019	Serine/threonine kinase 31; Tudor domain containing
ENSG00000070882	OSBPL3	ENSP00000315410	887	Oxysterol-binding protein-related protein 3; Phosphoinositide-binding protein which associates with both cell and endoplasmic reticulum (ER) membranes. Can bind to the ER membrane protein VAPA and recruit VAPA to plasma membrane sites, thus linking these intracellular compartments. The ORP3-VAPA complex stimulates RRAS signaling which in turn attenuates integrin beta-1 (ITGB1) activation at the cell surface. With VAPA, may regulate ER morphology. Has a role in regulation of the actin cytoskeleton, cell polarity and cell adhesion. Binds to phosphoinositides with preference for PI(3,4)P2 [...] 
ENSG00000086300	SNX10	ENSP00000395474	201	Sorting nexin-10; Probable phosphoinositide-binding protein involved in protein sorting and membrane trafficking in endosomes. Plays a role in cilium biogenesis through regulation of the transport and the localization of proteins to the cilium. Required for the localization to the cilium of V-ATPase subunit ATP6V1D and ATP6V0D1, and RAB8A. Involved in osteoclast differentiation and therefore bone resorption
ENSG00000106069	CHN2	ENSP00000222792	468	Beta-chimaerin; GTPase-activating protein for p21-rac. Insufficient expression of beta-2 chimaerin is expected to lead to higher Rac activity and could therefore play a role in the progression from low-grade to high-grade tumors
ENSG00000180233	ZNRF2	ENSP00000323879	242	E3 ubiquitin-protein ligase ZNRF2; May play a role in the establishment and maintenance of neuronal transmission and plasticity via its ubiquitin ligase activity. E3 ubiquitin ligases accept ubiquitin from an E2 ubiquitin-conjugating enzyme in the form of a thioester and then directly transfer the ubiquitin to targeted substrates; Ring finger proteins
ENSG00000106113	CRHR2	ENSP00000340943	438	Corticotropin-releasing factor receptor 2; G-protein coupled receptor for CRH (corticotropin- releasing factor), UCN (urocortin), UCN2 and UCN3. Has high affinity for UCN. Ligand binding causes a conformation change that triggers signaling via guanine nucleotide-binding proteins (G proteins) and down-stream effectors, such as adenylate cyclase. Promotes the activation of adenylate cyclase, leading to increased intracellular cAMP levels
ENSG00000106125	FAM188B	ENSP00000265299	757	Probable ubiquitin carboxyl-terminal hydrolase MINDY-4; Probable hydrolase that can remove 'Lys-48'-linked conjugated ubiquitin from proteins
ENSG00000164610	RP9	ENSP00000297157	221	Retinitis pigmentosa 9 protein; Is thought to be a target protein for the PIM1 kinase. May play some roles in B-cell proliferation in association with PIM1 (By similarity)
ENSG00000136250	AOAH	ENSP00000479664	688	Acyloxyacyl hydrolase; Removes the secondary (acyloxyacyl-linked) fatty acyl chains from the lipid A region of bacterial lipopolysaccharides. By breaking down LPS, terminates the host response to bacterial infection and prevents prolonged and damaging inflammatory responses (By similarity). In peritoneal macrophages, seems to be important for recovery from a state of immune tolerance following infection by Gram-negative bacteria (By similarity)
ENSG00000078053	AMPH	ENSP00000348602	695	Amphiphysin; May participate in mechanisms of regulated exocytosis in synapses and certain endocrine cell types. May control the properties of the membrane associated cytoskeleton; N-BAR domain containing
ENSG00000164556	FAM183B	ENSP00000386657	135	Protein FAM183BP; Family with sequence similarity 183, member B; Belongs to the FAM183 family
ENSG00000106571	GLI3	ENSP00000379258	1580	Transcriptional activator GLI3; Has a dual function as a transcriptional activator and a repressor of the sonic hedgehog (Shh) pathway, and plays a role in limb development. The full-length GLI3 form (GLI3FL) after phosphorylation and nuclear translocation, acts as an activator (GLI3A) while GLI3R, its C-terminally truncated form, acts as a repressor. A proper balance between the GLI3 activator and the repressor GLI3R, rather than the repressor gradient itself or the activator/repressor ratio gradient, specifies limb digit number and identity. In concert with TRPS1, plays a role in reg [...] 
ENSG00000164543	STK17A	ENSP00000319192	414	Serine/threonine-protein kinase 17A; Acts as a positive regulator of apoptosis. Also acts as a regulator of cellular reactive oxygen species; Death associated protein kinases
ENSG00000106608	URGCP	ENSP00000396918	931	Up-regulator of cell proliferation; May be involved in cell cycle progression through the regulation of cyclin D1 expression. May participate in the development of hepatocellular carcinoma (HCC) by promoting hepatocellular growth and survival. May play an important role in development of gastric cancer
ENSG00000106628	POLD2	ENSP00000480186	504	DNA polymerase delta subunit 2; As a component of the trimeric and tetrameric DNA polymerase delta complexes (Pol-delta3 and Pol-delta4, respectively), plays a role in high fidelity genome replication, including in lagging strand synthesis, and repair. Pol-delta3 and Pol-delta4 are characterized by the absence or the presence of POLD4. They exhibit differences in catalytic activity. Most notably, Pol- delta3 shows higher proofreading activity than Pol-delta4. Although both Pol-delta3 and Pol-delta4 process Okazaki fragments in vitro, Pol-delta3 may also be better suited to fulfill this [...] 
ENSG00000015676	NUDCD3	ENSP00000347626	361	NudC domain containing 3
ENSG00000136271	DDX56	ENSP00000258772	547	Probable ATP-dependent RNA helicase DDX56; May play a role in later stages of the processing of the pre-ribosomal particles leading to mature 60S ribosomal subunits. Has intrinsic ATPase activity; Belongs to the DEAD box helicase family. DDX56/DBP9 subfamily
ENSG00000132436	FIGNL1	ENSP00000410811	674	Fidgetin-like protein 1; Involved in DNA double-strand break (DBS) repair via homologous recombination (HR). Recruited at DSB sites independently of BRCA2, RAD51 and RAD51 paralogs in a H2AX- dependent manner. May regulate osteoblast proliferation and differentiation. May play a role in the control of male meiosis dynamic (By similarity); Belongs to the AAA ATPase family
ENSG00000106070	GRB10	ENSP00000381793	594	Growth factor receptor-bound protein 10; Adapter protein which modulates coupling of a number of cell surface receptor kinases with specific signaling pathways. Binds to, and suppress signals from, activated receptors tyrosine kinases, including the insulin (INSR) and insulin-like growth factor (IGF1R) receptors. The inhibitory effect can be achieved by 2 mechanisms: interference with the signaling pathway and increased receptor degradation. Delays and reduces AKT1 phosphorylation in response to insulin stimulation. Blocks association between INSR and IRS1 and IRS2 and prevents insulin [...] 
ENSG00000170419	VSTM2A	ENSP00000384103	240	V-set and transmembrane domain-containing protein 2A; Plays a role in the regulation of the early stage of white and brown preadipocyte cell differentiation. Promotes adipogenic commitment of preadipocytes by increasing gene expression of the transcription factor PPARG in a BMP4-dependent signaling pathway; V-set domain containing
ENSG00000178665	ZNF713	ENSP00000416662	430	Zinc finger protein 713; May be involved in transcriptional regulation; Zinc fingers C2H2-type
ENSG00000146731	CCT6A	ENSP00000275603	531	T-complex protein 1 subunit zeta; Molecular chaperone; assists the folding of proteins upon ATP hydrolysis. Known to play a role, in vitro, in the folding of actin and tubulin; Belongs to the TCP-1 chaperonin family
ENSG00000106153	CHCHD2	ENSP00000378812	151	Coiled-coil-helix-coiled-coil-helix domain-containing protein 2; Transcription factor. Binds to the oxygen responsive element of COX4I2 and activates its transcription under hypoxia conditions (4% oxygen), as well as normoxia conditions (20% oxygen); Mitochondrial coiled-coil-helix-coiled-coil-helix domain containing proteins
ENSG00000196247	ZNF107	ENSP00000483720	852	Zinc finger protein 107; May be involved in transcriptional regulation; Zinc fingers C2H2-type
ENSG00000152926	ZNF117	ENSP00000282869	483	Zinc finger protein 117; May be involved in transcriptional regulation; Zinc fingers C2H2-type
ENSG00000213462	ERV3-1	ENSP00000391594	604	Endogenous retrovirus group 3 member 1 Env polyprotein; Retroviral envelope proteins mediate receptor recognition and membrane fusion during early infection. Endogenous envelope proteins may have kept, lost or modified their original function during evolution. This endogenous envelope protein has lost its fusogenic properties. It can inhibit cell growth through decrease expression of cyclin B1 and increased expression of p21 in vitro; Envelope ERV derived genes
ENSG00000126522	ASL	ENSP00000307188	464	Argininosuccinate lyase
ENSG00000198874	TYW1	ENSP00000352645	732	S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase; Probable component of the wybutosine biosynthesis pathway. Wybutosine is a hyper modified guanosine with a tricyclic base found at the 3'-position adjacent to the anticodon of eukaryotic phenylalanine tRNA. Catalyzes the condensation of N- methylguanine with 2 carbon atoms from pyruvate to form the tricyclic 4-demethylwyosine, an intermediate in wybutosine biosynthesis (By similarity)
ENSG00000176428	VPS37D	ENSP00000320416	251	Vacuolar protein sorting-associated protein 37D; Component of the ESCRT-I complex, a regulator of vesicular trafficking process. Required for the sorting of endocytic ubiquitinated cargos into multivesicular bodies. May be involved in cell growth and differentiation; Belongs to the VPS37 family
ENSG00000106077	ABHD11	ENSP00000222800	315	Protein ABHD11; Abhydrolase domain containing 11; Belongs to the AB hydrolase superfamily
ENSG00000165171	WBSCR27	ENSP00000297873	245	Methyltransferase-like protein 27; Williams Beuren syndrome chromosome region 27
ENSG00000049540	ELN	ENSP00000351807	786	Elastin; Major structural protein of tissues such as aorta and nuchal ligament, which must expand rapidly and recover completely. Molecular determinant of the late arterial morphogenesis, stabilizing arterial structure by regulating proliferation and organization of vascular smooth muscle (By similarity)
ENSG00000196275	GTF2IRD2	ENSP00000406723	949	General transcription factor II-I repeat domain-containing protein 2A; GTF2I repeat domain containing 2
